0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
DB01105,"[3.251334636296701, -0.4135058523459403, 2.3896604722204713]","[3.7676804166496187, -0.19552856698208032, 0.978856027892824]","[4.139880570376468, 1.26027828785181, 0.7671711945894294]","[2.7721273803781217, -0.692312582031625, -0.06950607438523124]","[1.4011060993722013, -0.005476591024036921, 0.02063499830654085]","[1.4299922587249625, 1.280734899977838, -0.7019188576514389]","[1.0822416062061297, 1.1484576651111358, -2.110532266981606]","[0.5056172055805734, 2.215260842266829, -0.08188999694423352]","[0.20549772981635786, -0.9641090512665835, -0.2893074601842166]","[0.35168343948752967, -1.7587510652556115, -1.585718949790886]","[0.4373177248626186, -3.0484311609590966, -0.7922274332017992]","[0.301280731470086, -2.2649109439896624, 0.4998844970467448]","[-1.1593671871414015, -0.3358490149342528, -0.1048820048789449]","[-1.942925302016762, 0.033734787279634845, -1.2111182941497656]","[-3.1836515085134853, 0.6496152216476365, -1.0268933569477403]","[-3.649747420272545, 0.9093700511813348, 0.2641137091132081]","[-5.20351330517843, 1.6809426468794406, 0.4942920769586507]","[-2.8737448389692397, 0.5581928808350712, 1.3713436404263228]","[-1.6328102371301516, -0.05771245424060158, 1.1880380785622369]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00216,"[4.348391954723084, -2.103649407290121, 2.8144505899751637]","[5.07539713497901, -2.1765549077034163, 1.5482788461607349]","[6.154301080563107, -1.198528789903604, 1.6473466879353609]","[5.727089427224666, 0.07971611059677537, 0.9367228995088099]","[4.349766498311095, -0.19644905545791583, 0.38948069297577614]","[4.2518265424755635, -1.7032641253406646, 0.4299785992598901]","[2.8101371911039115, -2.220224807831202, 0.4430468854033878]","[2.1615328942675958, -2.0242028712152575, -0.8871559721596086]","[2.288941244412211, -2.850885623854167, -1.9978287222003424]","[1.5957832449609517, -2.3371247159272412, -3.04601588395294]","[1.0499131555419905, -1.195971008857468, -2.587035968856132]","[1.3759989349609778, -0.970607290498138, -1.2784949250926838]","[0.9358983394968117, 0.15491101735031118, -0.5854609260422806]","[0.1250135602179333, 1.0713633624950814, -1.2822950629722423]","[-0.38352562508242427, 2.2945750807330643, -0.5955328515625544]","[-1.4312712365747673, 1.9513591135419814, 0.4559837619846061]","[-3.003222094632007, 1.5537230843011531, -0.2897849662249764]","[-3.3764040472031316, 2.6097144308648788, -1.2927653794969103]","[-2.921490908816903, 0.22511702511306816, -0.9881431358909085]","[-4.227670752029442, 1.4764305908172528, 0.9635336838275157]","[-4.4437973004738485, 0.281530415678295, 1.6596575849803765]","[-5.41215387769229, 0.22170194302972032, 2.6663850515047063]","[-6.1645846926427375, 1.3573714331927653, 2.980926136121546]","[-5.947971438645196, 2.5531649312620304, 2.289545901798609]","[-4.979601065917832, 2.613021839627589, 1.282811081025623]","[-0.2114047807108921, 0.840253099069954, -2.6350732333716733]","[0.25310661722864997, -0.3064908736619782, -3.3044271716059272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00292,"[3.618143885399309, 2.8071432109932632, -0.6524043606726341]","[4.117394261967307, 1.6252820187958181, 0.1576211607264118]","[3.369495195853702, 0.4589378660211137, -0.1633559050031129]","[2.07549621891494, 0.2401301005362868, 0.31888083707601694]","[1.5371154641082225, 1.0737769130262045, 1.0971083606513437]","[1.3512309861748781, -0.9769508909045894, -0.08651230267152549]","[1.85759228483623, -1.9603473747426885, -0.909166197040805]","[0.9059810969467592, -2.904799004693955, -1.0662146548809908]","[-0.15490554057982725, -2.4846852418661367, -0.34535460655454386]","[0.0969382538754354, -1.3127692726555065, 0.2703442493791021]","[-0.8370478731136947, -0.5346242791690886, 1.084099456951748]","[-1.5198879728658636, -1.4008549358503894, 2.133124662587992]","[-1.828729457296801, 0.19254635699397668, 0.22876850215059172]","[-2.7789827797191955, -0.5016361426167946, -0.5358403660926847]","[-3.684100452187505, 0.20018078719895074, -1.3372729523296987]","[-3.6420892498991466, 1.596750562096126, -1.3804118706171462]","[-2.6945757422150733, 2.2916249747163175, -0.6230095937506853]","[-1.7890685802002853, 1.5902943521210449, 0.17880702692830988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00972,"[-4.091522678477598, 3.818625656963931, -1.3887042593945085]","[-4.498606048335451, 2.457288429384706, -1.0877556203870962]","[-4.444783213059644, 2.308807490052843, 0.37012078810630084]","[-4.67125590084509, 0.8680867283852178, 0.8086335085295467]","[-3.3253467575426887, 0.19540594060516045, 1.040035400771745]","[-2.5968217356192844, -0.10757501001851143, -0.2700379762883389]","[-2.3296436552169735, 1.151244254992772, -1.092433403376435]","[-3.6038988240413943, 1.556801758375014, -1.8359263902703988]","[-1.3441981688705604, -0.8105619005066904, 0.00037986881954599254]","[-0.397226659692751, -0.1979770813477846, 0.7187050071601558]","[0.79323623572286, -0.7847931315219278, 1.0068174735158948]","[1.8093211631914563, -0.013368427716730798, 1.7913199472709798]","[2.554336892259209, 0.9239395367012151, 0.902227971795405]","[2.0654035894501064, 2.2165403626514415, 0.680053144099585]","[2.7501774512616484, 3.0869016300785055, -0.17321407125849875]","[3.922146484713464, 2.6648736681560874, -0.8083721837921933]","[4.778833340171155, 3.75449003104038, -1.8767785364832623]","[4.408679167669333, 1.371938828914622, -0.5923163041960402]","[3.724288525533978, 0.5011479051744936, 0.2608006792267272]","[1.0522754362963083, -2.077019465625078, 0.5306939155608328]","[2.2680728044681393, -2.727620773347633, 0.7922241620940349]","[2.497747508256121, -4.016420431194236, 0.3046044064123372]","[1.515732609648871, -4.665609031304191, -0.4470866803062189]","[0.3016775076977852, -4.02746690286157, -0.7131952603530571]","[0.06074886466861399, -2.7327938913484426, -0.22832774334610406]","[-1.148906851790806, -2.0732066234694897, -0.48621084759306826]","[-2.050467087516362, -2.6416795512135387, -1.1646779770008457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01611,"[6.193560981498967, 1.8705334980558113, 2.028430111100144]","[5.906999187136626, 1.53168089894913, 0.5781586451062739]","[4.886338813023375, 0.49823060426107824, 0.5054122016068038]","[5.180060127433878, -0.2998078476659727, -0.6743770201816169]","[5.894542128908538, -1.5738973844089323, -0.2676659646619439]","[6.171286987527032, -2.3334273145990245, -1.4029971051341976]","[3.622838117036846, 1.1719859313244345, 0.25213672339451765]","[2.4861645377502626, 0.3917975517174884, 0.8899931929836467]","[1.1493657612638613, 1.0506353375077924, 0.5904852921185105]","[0.6401975892634748, 0.6557767199985991, -0.7896793285358634]","[1.2041051329863643, 1.5942576297483666, -1.8388136687318453]","[-0.8137139668819824, 0.7311137951096014, -0.8176240005507736]","[-1.6724355143312586, -0.24336862915181134, -0.2087232631381804]","[-3.0666119893281065, -0.07556357316946931, -0.23863710543816113]","[-3.6562666036630915, 1.0387190298524858, -0.8523019433402049]","[-5.046815409935742, 1.179938649483628, -0.8657314347744823]","[-5.856901628283742, 0.21059933280430576, -0.26702668735496354]","[-7.597213212234457, 0.3933452663048057, -0.28720418793014896]","[-5.280152705615113, -0.9043519379399773, 0.34769254853003545]","[-3.89065569162646, -1.0536357497425093, 0.36571089702873233]","[-3.3329679732481305, -2.13910758405039, 0.9638455037158055]","[-1.98602702737937, -2.318015339818587, 0.9999887938928387]","[-1.1356976413005593, -1.377438884570428, 0.41601858802159836]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00468,"[0.6855570340991347, -1.0460004989692397, 0.048521704237761476]","[1.3311627559161385, -2.4455346511992677, 0.19539607737753334]","[2.8543239503396762, -2.31739482176256, 0.11243139789889678]","[3.1890762857673716, -1.6223522953419665, -1.2179314927299996]","[2.5104379903966207, -0.23450244138173526, -1.2677267110886443]","[1.7122804900235287, 0.018036738939605616, -0.054842148159801214]","[2.621613447743908, -0.019387096999248427, 1.1104619084472838]","[3.2782922075232936, -1.409344775619531, 1.2750036476780897]","[4.7685027626964, -1.2998251305427395, 1.3682990674723603]","[5.346832271155315, -0.7685316716787152, 2.442691687178095]","[-0.31811942764592616, -0.7660299476413319, 1.173786178701549]","[-1.2938932484420662, -1.7647420815261718, 1.2249196743021058]","[-0.9673893170798329, 0.5836197032812069, 1.0319674099684835]","[-0.7238959730020634, 1.5284168420437427, 2.0320858492526033]","[-1.2959769721854182, 2.7983789147227975, 1.9456478908436619]","[-2.0896998082852267, 3.121755517398472, 0.8911064060665788]","[-2.3513290045888295, 2.232642035918276, -0.10273952996104944]","[-3.1713534887059494, 2.60584685077729, -1.1704832659923616]","[-3.4435346910230256, 1.6978857599356765, -2.196971474674564]","[-2.9001849391358823, 0.4099218599481923, -2.1670327674366563]","[-3.192094727541268, -0.47207101777161115, -3.210915938490821]","[-2.6792915388646565, -1.796489944647432, -3.262221455399244]","[-2.0768379619913477, 0.032404138045993895, -1.0947859576976302]","[-1.7944780971692997, 0.9332980140706372, -0.05747642392594445]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00783,"[-1.951967560394624, -0.7301158225663232, -0.6082969393982557]","[-3.086220526793846, -0.6804800040967453, -1.6082713966383164]","[-4.321966249154223, -0.9884402415629205, -0.7590454599380684]","[-3.872294346435718, -0.9381447919890146, 0.7061917079784992]","[-4.824745711706175, -0.28743753592432564, 1.4952177313326533]","[-2.5355934655238492, -0.21097360145048666, 0.6877107811114893]","[-2.73641255260359, 1.3139364968609384, 0.6598921252443998]","[-1.5894455298628059, -0.5965204881963391, 1.8257131624812304]","[-0.18483601850540723, -0.012654278323581838, 1.5708730920856906]","[0.35590220525988603, -0.42926498243211203, 0.18719917022256957]","[1.7513969463726236, 0.07932849560428451, -0.09423860359816741]","[2.1655438173603265, 0.3341096258324716, -1.4243860781913475]","[1.199845583160481, 0.28709306872122475, -2.5793328099512616]","[-0.05459145047623194, -0.525058410906435, -2.264048008754076]","[-0.6275927113641477, -0.05314361069318577, -0.9366215392425764]","[3.484608043944658, 0.7230890553984958, -1.6781356712546727]","[4.406031415778148, 0.8219117722875406, -0.6333074924417672]","[5.7138914752173475, 1.2050907564944844, -0.89600083417499]","[4.013077676225768, 0.5330123290531232, 0.6747034814695693]","[2.6953689595014945, 0.15466216788892614, 0.9413702422258462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00584,"[-2.6223881906000477, -5.4545490894558375, 0.5062558535960617]","[-3.239017460088992, -4.07032772942565, 0.4412290997244597]","[-2.271294518646901, -3.1189570624555554, 0.0191910274381024]","[-1.2512990334619385, -2.661153493447166, 0.8600591829841303]","[-1.163804763010585, -3.0707476595785046, 2.049634153365189]","[-0.2863309814637248, -1.6284183377623753, 0.37226860818458946]","[-0.8192982650989384, -0.2122886739609127, 0.6023419277371282]","[-2.0370164430888837, 0.09585798970427659, -0.2595949115348459]","[-2.410304705101536, 1.5299821896798358, -0.11078536861532073]","[-1.8620314408650043, 2.487977256933949, -0.9722520156595771]","[-2.1934884372826593, 3.837758509355363, -0.8193369424197694]","[-3.0693033409915214, 4.232323450653698, 0.19784807146207992]","[-3.611168231583112, 3.276932992368005, 1.0639219091179835]","[-3.2798775639569335, 1.9270541342047531, 0.9115835549287143]","[0.039989297966212256, -1.8472139818084738, -1.033331719547366]","[1.4361298586984348, -1.486786853808359, -1.2336666827509741]","[2.0556915295576084, -2.4057298805034595, -2.2671241743071775]","[1.5558935715971776, -0.05928071910270164, -1.6778753939354922]","[0.8397688590797777, 0.3604111326576086, -2.6278475260175114]","[2.4900090631861627, 0.8236572282812812, -1.04140028129608]","[2.7489195930174968, 2.1664980821778226, -1.5231171954723355]","[3.840886741075054, 2.721187972641778, -0.6265966868467694]","[4.414784574248459, 1.5359587613773658, 0.1382279796956969]","[3.3878922712044504, 0.42093465602632724, 0.02846354590646416]","[2.641006723135733, 0.27934889505035765, 1.318723675703113]","[2.7303072244484436, -0.9058109585751765, 2.0365019174904018]","[1.9353440680248786, 1.2253811887713142, 1.7605045477694745]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00715,"[-6.24466061375037, 2.5347360279407836, -0.835558319959166]","[-5.244276347474142, 1.6302286401275647, -0.7106733107455829]","[-4.765832361824156, 1.2883380075749602, 0.5574738978154961]","[-3.733332509889294, 0.35497193902353713, 0.6864816821472469]","[-3.1742695053060466, -0.24025408219163466, -0.455439976881816]","[-3.6583764682969617, 0.10477803614408372, -1.7222255243467057]","[-4.691142082024853, 1.0384434073997675, -1.8500322926326467]","[-2.0658678712187486, -1.2440237279448627, -0.3443114430176281]","[-2.5667878275684055, -2.50305332604317, 0.3663145563158721]","[-1.415399332242001, -3.482978890773343, 0.5637805758575988]","[-0.36233990698584534, -2.8556305537394326, 1.357085602344089]","[0.2101626439553039, -1.7640261445453718, 0.5739580597208369]","[-0.8289141298518272, -0.6617046005346551, 0.35935244822017604]","[-0.2222187763491483, 0.46068362881570357, -0.4739858843807407]","[0.6999646071874195, 1.214358376457145, 0.3054804433612954]","[2.0837766276059915, 1.0228341927221636, 0.24526805777483085]","[2.6642381835217774, 0.11498462241972954, -0.6695405894843698]","[4.050047234624911, -0.01389241072088942, -0.6648022676316068]","[4.83700316808794, 0.6995850465190108, 0.17931231683039528]","[6.160144961303053, 0.37022062139390965, -0.03693252845238959]","[6.208430633767246, -0.6115134345363243, -1.0820229109627613]","[4.839476926766756, -0.8267771887891622, -1.4533349316865165]","[4.308909380676429, 1.6062672639401856, 1.0937857531923965]","[2.9112633652855253, 1.763424549340386, 1.1189210229361837]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00695,"[-3.083310793779055, 2.482531776919622, 2.1447189523197014]","[-3.5157602755054747, 1.2286738071393137, 1.0379236828824194]","[-4.360051695171423, 1.7955860232234877, -0.06824894664313699]","[-4.309913198549036, 0.18426373791663986, 1.7714243599770607]","[-2.0582931052509195, 0.5057750349234978, 0.3616563994757158]","[-1.1417993586472976, 1.2553595689249653, -0.3958528320400146]","[-1.3755353821981455, 2.96493850198415, -0.7284443648226464]","[-0.0013860869702475203, 0.6371292146343462, -0.9087110995890124]","[0.25270400338462495, -0.7230081715747267, -0.6805432626777116]","[1.4343682584966735, -1.3285595530218381, -1.2230399346198053]","[2.4625279184230355, -0.5985313628995935, -1.9540185752534929]","[3.291501811699004, 0.20569863193811766, -1.011536969371741]","[3.3363999361616563, 1.5810069750408398, -0.9736558228120596]","[4.219748318798066, 1.8740722725118288, 0.05092701042794883]","[4.6494624933313755, 0.6613433874535637, 0.5636216833236372]","[4.071561959419477, -0.31163656884559177, -0.09831830155062186]","[-0.6678931966906887, -1.4823729239802355, 0.07949019066712257]","[-1.8105656326724604, -0.8508683472807291, 0.5891172993913131]","[-0.48337328589763645, -2.9234538485751544, 0.3705756284695263]","[-1.4339771735783828, -3.6056005295088602, 1.1220518282984886]","[0.5235844851940076, -3.55234762689014, -0.04913692583178894]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00316,"[-3.9230827474878214, -1.2165529708360767, -0.2554978245443077]","[-2.513964262859767, -0.9492299403860842, 0.13247306044858728]","[-2.098640691291436, -1.3383880506896926, 1.255704215320916]","[-1.6554202213048663, -0.253461409892094, -0.7800462782953486]","[-0.2779087276213419, 0.0871375793855119, -0.5716820837055356]","[0.4063063528322406, 0.772824631608084, -1.5817695555118263]","[1.7499189114548288, 1.1221499683601623, -1.4154202590826812]","[2.4181347830889157, 0.7866673943047369, -0.2348455724190899]","[3.7518950232332835, 1.1333237443851298, -0.06948709721468616]","[1.7430367146112626, 0.1020832585078234, 0.7791037251231819]","[0.39972486534442014, -0.24655420474765602, 0.6114796466798265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01101,"[8.218607604219155, 1.7397032820354215, 0.7805475191397592]","[8.32208741813093, 0.5467717485558352, -0.15114877812002442]","[6.960901037649202, -0.09881542734578166, -0.3385618994668075]","[6.582735099738266, -0.9067323306552257, 0.8914230241441518]","[5.2120034963948045, -1.5294437367066367, 0.7066658151581806]","[4.2129092175513225, -0.5194140162034971, 0.7335703792805912]","[2.860010387948688, -0.81697979709624, 0.5731601031037921]","[2.4815728330465636, -2.011954987837846, 0.4284273008832082]","[1.9039118153617856, 0.24640749905106896, 0.6294336120023868]","[0.5291322469273718, 0.15908872743415603, 0.23251147483548326]","[-0.39488886311309435, 0.8808386139158767, 0.9175713544552577]","[-1.7111157661131686, 0.8575895529435197, 0.5811920259039296]","[-2.5306299350879016, 1.5354904847892392, 1.2578137403983318]","[-2.133616263039525, 0.10325810560787797, -0.4823703918516422]","[-1.2325102031904105, -0.6079340763323985, -1.210312121407463]","[0.11925467582267969, -0.5961577372468901, -0.8759705248961802]","[1.0047612829751023, -1.2562771890329105, -1.6617924203423666]","[-3.5361297536854046, 0.029856955942923945, -0.8926469395952846]","[-4.052940675263014, 1.31447209499881, -1.1370933633399287]","[-5.41899991050377, 1.2324824067490345, -0.8288740525891337]","[-5.923404457159467, 2.5864272027546726, -0.37217268911279344]","[-5.599455223320842, 0.2179645146688059, 0.2750523277382769]","[-6.789871102303252, -0.489644546054939, 0.08557611150417929]","[-4.380393003283947, -0.6662269325324173, 0.15701762900607688]","[-4.70393195923694, -1.9507704123214147, -0.28840905394476163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01006,"[6.076512476793769, 1.7204273279311677, -1.0234598619486432]","[5.0081941517328215, 1.2812283275375573, -0.9517578785013183]","[3.6831466633051133, 0.7364929315220907, -0.8628106545398176]","[2.996850732604651, 0.3736240610338994, -2.0255184154529635]","[1.7061996891049542, -0.15695430168595537, -1.9394288558602943]","[1.096251635259646, -0.3277148954756285, -0.6918845401794526]","[1.7882978456511964, 0.03865811629702687, 0.4726083653763587]","[3.07856108813409, 0.5690668872507696, 0.3864280368101627]","[-0.2918982664995297, -0.8966240157438686, -0.633656262601763]","[-0.34805553557133584, -2.1676108343030247, 0.0853249796497776]","[-0.09682271913044675, -2.3851063041870004, 1.3876583760139505]","[-0.25448101885709207, -3.691863742663751, 1.6751539602113488]","[-0.6091120114783959, -4.241245814685453, 0.4923749959174213]","[-0.6677273976836512, -3.313967537394595, -0.4824538759422661]","[-1.3253809397771268, 0.08221226352792115, -0.15637215106888275]","[-2.305893903920763, 0.5222380108746218, -1.0522121752288498]","[-3.279398473954311, 1.4360760538869424, -0.637614187707594]","[-3.2757054441979845, 1.914448068662304, 0.6760510458573535]","[-2.2980351903331004, 1.4791524516312147, 1.5753994728580414]","[-1.3247727759758416, 0.5655878880678674, 1.1610309196427075]","[-4.275376002154444, 2.8527021904615766, 1.1011838125651732]","[-5.081354603053057, 3.609172867453833, 1.4439548941293305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
