0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
DB09065,"[-8.640298747095539, 1.0978065931919017, -1.0819527686127306]","[-8.963101726552214, 0.9799063950424571, 0.39534913000929245]","[-9.510196505454335, 2.3000172114017716, 0.9069878479321577]","[-7.743630093311365, 0.5832634990772243, 1.1614670627540256]","[-6.656063002090806, 1.3669297397293054, 1.3167486200140854]","[-5.682558418660717, 0.7378238033632706, 2.0323312462078666]","[-4.363905117964563, 1.3865651151027494, 2.2994175934369845]","[-3.5649801644844565, 1.416199839442991, 1.0805221404066268]","[-3.598191003001965, 2.616313317106102, 0.2583438361962203]","[-2.893001844898853, 0.23698098535486092, 0.6174218729197407]","[-2.4220056985210476, 0.20134381308508362, -0.5511599543464283]","[-2.763569963340516, -0.8979259242607399, 1.4862067972143207]","[-2.4070087845610515, -2.260587534225974, 1.0844334255884673]","[-3.5276720700443414, -2.937511475750261, 0.2921756622421455]","[-3.651419757693512, -2.407741028571256, -1.1423454400328465]","[-4.848878467201728, -2.8925867699531933, -1.836974142626627]","[-6.044998058302321, -2.4057791475130066, -1.138627316458386]","[-7.295340873728258, -3.043233138020501, -1.7531308022635959]","[-7.221997130330971, -4.444444336958422, -1.628308498920633]","[-6.162995892982243, -4.8721325876342805, -2.448961251855443]","[-4.834752401978174, -4.3608627234172, -1.8831939665630886]","[-1.0382264286911655, -2.3891620704247045, 0.46866813792232176]","[-0.6618630519113721, -3.5087949594782573, 0.027857918854899633]","[-0.1433612323180584, -1.2727236345654829, 0.44232895451772775]","[1.2105764484783483, -1.3440284579882718, -0.09470771622668414]","[1.9606444628419506, -0.06546130178101282, 0.24271840854521598]","[3.4533422121779505, -0.25354207380352795, 0.03224001020406245]","[4.181742864474643, 1.0653155126397715, 0.22879874050434723]","[3.982196723970817, 1.9481198866588139, -0.9968973214536848]","[4.362580031793406, 3.3600855347157688, -0.7031667735514258]","[3.404599856566149, 4.252331500486285, -0.20937513556162574]","[3.7607896292050533, 5.573265534097431, 0.0848102598299241]","[5.076143688354846, 6.002346517846839, -0.10951352981330958]","[6.0364517638111055, 5.110504650053887, -0.5974868495268693]","[5.680584698309583, 3.790119632908498, -0.8935108752036337]","[5.603338183077899, 0.8146753984436569, 0.42132098609983454]","[6.139567459830939, 0.29857996282881216, 1.640606003858853]","[5.3770845567222905, 0.039597162124443384, 2.6134389094016117]","[7.512950750216942, 0.07683616910486252, 1.7361551848347359]","[8.107125398784975, -0.4841603670773663, 2.8972422735712455]","[9.578348967980002, -0.5849069517926141, 2.7051178131935925]","[10.53069997486545, 0.19115774136836539, 3.344009781746042]","[11.80847186275162, -0.07877928186578906, 2.9596774815042868]","[11.894391712431238, -1.051615366851138, 2.019504466496721]","[10.35670813146063, -1.6176029657167352, 1.6327220672670666]","[1.210644300769199, -1.6195433673779898, -1.6063662274115977]","[0.32157157123036995, -0.7045485777843072, -2.3893119807163785]","[0.6635304128356775, 0.640132158028096, -2.5754485332734744]","[-0.17827839218602237, 1.4816963638174396, -3.3088505316916135]","[-1.3597749242222505, 0.9793080264526426, -3.864099170269554]","[-1.697634108554865, -0.3659192767489654, -3.6887340942144515]","[-0.8573930858291408, -1.2064520044921798, -2.953058883544036]","[-5.964522499153896, -0.565652875071188, 2.445692148203062]","[-7.516466217874199, -0.9115238643480362, 1.887263324829163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09070,"[1.6174038465028544, -0.4937092946148632, 0.3543980572735706]","[2.5941399161629177, -0.9285379157716077, 1.425393020873214]","[3.946708889560261, -0.4244870179553365, 0.9102891999168278]","[3.664709497309045, 0.502749799945131, -0.28120491679562115]","[4.450724530033356, 1.6551068805190674, -0.19000056280097125]","[4.006904726473783, -0.21219150469676454, -1.5250599608345001]","[4.286551791786622, -0.7968954255500263, -2.542150942968238]","[2.1602432883739087, 0.8212743125420552, -0.1716531460546059]","[1.931136967248164, 1.9604086565675192, 0.8386835450966945]","[1.4287822379551458, 1.1611613295306213, -1.4801234398368108]","[-0.09357497933021686, 1.22945758283596, -1.2470322116257178]","[-0.6257424856064823, -0.06511590414770797, -0.6041900749223861]","[-2.124669149160199, -0.04704454531143548, -0.39398093509250814]","[-2.7062930160565752, -0.7289782043119946, 0.627737813156866]","[-4.206925667802575, -0.7350739360811848, 0.7753224610488882]","[-4.8064809261587715, 0.5655328851973338, 0.3107823492176781]","[-5.848273425434641, 0.959629947046043, 0.8071050995346635]","[-4.1476916317518215, 1.3741712890583686, -0.7749277947981236]","[-3.0110112677963223, 0.5914706680319729, -1.433718082929763]","[-1.9024773745893728, -1.4313066467457847, 1.7013089152126182]","[-0.43773783900210445, -1.6682235936990308, 1.3307689527402609]","[-0.3088146103479052, -2.890432575354539, 0.4290063022784828]","[0.13238668163254794, -0.3989667870311318, 0.6941433725232984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09071,"[-5.525398050292079, -1.9086686714476675, -0.17849865164063164]","[-5.488088172396863, -0.3977554225966601, -0.2925263003597413]","[-4.236435620136874, 0.027285393694355346, -0.9752245703561885]","[-4.226338275753405, 0.17239944551889147, -2.2269433599344715]","[-3.050373363596461, 0.23767317883179512, -0.20922718367684962]","[-1.7974431360090117, 0.637419678179317, -0.8271804909586943]","[-0.7311526703494756, 0.7780117305027751, 0.2380786417372735]","[-0.3908977624161233, 2.2391049382336643, 0.4191498258307382]","[0.5271245265526758, 1.3446490188365556, -0.3981788796480218]","[1.7326134767877692, 0.9347451246236197, 0.39760776949479765]","[2.530610466266617, 1.8997885288692091, 1.0441248401988787]","[3.6860391464230156, 1.5160316499968647, 1.7508438698087767]","[4.066161636214665, 0.16622550637118785, 1.8079399141585661]","[3.2719324011173563, -0.7668786201235833, 1.1445798941953602]","[2.1488460429720164, -0.4032774173305444, 0.4576895835754033]","[1.5272795992098827, -1.6076956553623323, -0.1560092593341453]","[2.4669200137251477, -2.745183751928291, 0.29705999678718886]","[3.4885997416809547, -2.123874654868803, 1.0753957102568343]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09072,"[0.0, 0.0, 0.0]","[2.8999606161180034, -0.5243066697257199, 0.2831626464141418]","[1.5462423708273465, -0.8559233082828287, 0.2773731200963753]","[0.8669505672844625, -0.1870865407460979, -0.9029819481256187]","[-0.6140941904312338, -0.5280776156249515, -0.9293197483881689]","[-1.3585835478930415, 0.26121221530427274, 0.09322339786297443]","[-1.5663017020105494, -0.26496921902320364, 1.361194345402671]","[-1.7741741138949971, 1.4165083842267763, -0.18265181326238605]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09073,"[-5.459489950733209, -3.627468639388034, -2.2148154500801605]","[-5.396562103504208, -2.1380270537693247, -2.238389049847561]","[-6.322566714159705, -1.5054666713442078, -2.812074953825217]","[-4.296510428634702, -1.3992108334143134, -1.5636128096607422]","[-2.95038027077484, -1.8056705626272025, -1.6884681427040469]","[-2.5692892264209286, -2.964084119047615, -2.5632546364940123]","[-1.9494884446268856, -1.0814366580393553, -1.0254097505488473]","[-0.5990056388297954, -1.4391170662696458, -1.108946850345405]","[0.3429870877869407, -0.7136657092658775, -0.45566560138394896]","[0.0008161343227776446, 0.37056397332142416, 0.28924670844032624]","[0.9930996483295882, 1.1386769916368544, 0.9804866806057077]","[2.4042531917372765, 0.8916559203240301, 0.9886578695236088]","[2.94386459576403, -0.15221299726545176, 0.30011695762610646]","[4.281378438324846, -0.39726922737142506, 0.30020492729664916]","[5.155605270680011, 0.4289144718850717, 1.0214603902180304]","[4.612758610293699, 1.5088239180640781, 1.7315524036793268]","[3.2373499412543256, 1.7419273209744, 1.7177254014840853]","[6.574191597211931, 0.18272740793929018, 1.0211223275251342]","[7.4715878690721444, 0.9828670082679112, 1.8550078157358758]","[8.77739679772166, 1.2336208159654296, 1.1049962680541714]","[9.354368324357416, -0.0367062401524619, 0.6699958818719361]","[8.451086530395525, -0.6442799829238202, -0.30508835213136576]","[7.126634020952736, -1.0023283605045548, 0.36435837405676874]","[-1.3033958541209205, 0.7373435967227946, 0.3820728335595441]","[-2.290915694610298, 0.04424544355884638, -0.2534599555803227]","[-3.5966403398735856, 0.4409114761049684, -0.1465111067133817]","[-3.893509783637158, 1.6289331545527068, 0.6722312701947014]","[-4.556261013666795, 2.7311748282254986, -0.12990164593409478]","[-5.457465016085194, 3.435346846643816, 0.857279279893957]","[-5.889446550528659, 2.3719270006988906, 1.8476849019279298]","[-4.803861634571087, 1.3100754828336432, 1.8475658522210312]","[-4.595064165017225, -0.25914420928605153, -0.7838815022196294]","[-5.797525228416122, 0.10873522822008112, -0.6622863364453222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09074,"[1.660852323639092, -0.27924657955853194, -1.5243871441916108]","[0.5104674980278566, -0.5646476716625602, -0.8652229066041546]","[-0.5563701411416334, -1.1184791443024125, -1.5794131245307534]","[-1.7738804481538117, -1.3701332420212509, -0.9436814986740915]","[-1.9327026516642154, -1.0624646096944315, 0.41015588664893776]","[-3.2434565449985064, -1.298677029254367, 1.08127016371627]","[-4.101660163370622, -0.07312507663155032, 1.0081402659052425]","[-3.9341578041500767, 0.9038295909530414, 1.9384989826725956]","[-4.6502205313700715, 2.0292476085395355, 1.9151315164122935]","[-5.583534685456276, 2.2623242144620397, 0.9566845852056933]","[-6.236813029495452, 3.340099469736653, 0.9734361812966383]","[-5.804511072054878, 1.3001909212404001, -0.03684060516177203]","[-6.755855712511359, 1.5001503385815542, -1.0481607753347288]","[-6.956389418498714, 0.5249673773821939, -2.028479404175075]","[-6.209540634935378, -0.65539908849651, -2.0056478153853727]","[-5.2597215979018905, -0.8643413311562113, -1.0025215302995216]","[-5.04844853047729, 0.10805763414016269, -0.012866181307174852]","[-0.8702659599452586, -0.5021813899233033, 1.1260191267728827]","[0.3628431243820917, -0.26371678659703895, 0.50324324627209]","[1.4596023085502736, 0.3379783994549164, 1.2907903243838843]","[1.1811678016091929, 1.2335213870384512, 2.1347702323627082]","[2.8238840144248814, -0.08581746522755082, 1.1329429985124992]","[3.122391891500046, -1.4630223415590349, 0.7350668663501329]","[4.3426924813365675, -1.4919493049056478, -0.18364269158215563]","[5.427797163474215, -0.6518725820742516, 0.33464126462643956]","[5.25270406066392, 0.08224000162005844, 1.5889040919352602]","[3.9016370504991134, 0.7950101290841535, 1.5963622140982818]","[6.672757670091725, -0.5850582171526594, -0.38128541054346005]","[6.780282268013331, -1.149399761143446, -1.5051385026240263]","[7.836032168761975, 0.19456765595433742, 0.1619631815082282]","[8.450209233449101, -0.5541727306641029, 1.331338932542451]","[9.132207867702876, -0.578480376162769, -0.01654756059950741]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09075,"[-3.9826056648866346, 5.150837578729691, -0.6109702848912958]","[-2.9808828116030126, 6.128783944296109, -0.2181867673912543]","[-3.317985704561498, 7.538512301700465, -0.3260417408130471]","[-1.6926376151228164, 5.720452017172927, 0.2653612038558297]","[-0.8390735930371885, 6.5889246176466845, 0.5965105403787827]","[-1.3426534369983765, 4.267190446913019, 0.3717138942555888]","[-0.24941017984859604, 3.8877521812778135, -0.6379547166725588]","[1.1503156491118283, 3.982924361794626, -0.03349605340978154]","[1.2971005645088955, 3.1022645938081608, 1.2178399341729678]","[2.171746467036835, 1.9495503841759207, 0.995966110232946]","[1.9975878585190163, 0.95992456368321, -0.027838876009382507]","[1.1023444957181012, 1.0959053387199629, -0.9047094120311183]","[2.8596697618161384, -0.22600823106278703, -0.05188543189152265]","[3.7963376440982803, -0.33230263371073626, 0.7849241693882972]","[2.614728702687204, -1.2558792943854102, -1.0201901025681877]","[3.34294349650074, -2.4804695542509676, -1.180165440110096]","[2.940306564246547, -3.3644682046398056, -2.13389803112305]","[3.5836798061084223, -4.5451527014005855, -2.3393057131577493]","[4.6923343787604574, -4.880948983653394, -1.561144002132169]","[5.526552403874865, -6.397794556594464, -1.8179319193434909]","[5.129770801383744, -3.994197111805579, -0.5778140111637288]","[4.455142948050159, -2.787976469420289, -0.3834939895666134]","[-0.02068767110442569, 2.736639844041805, 1.9342135511911764]","[-1.018255268243765, 3.892938972007818, 1.8283503852043523]","[-0.5982895628738936, 1.5103544961195052, 1.3957354969787696]","[-1.6251638166761961, 0.7656707002625067, 2.0518051423429915]","[-2.1523761994365365, 1.2006799530364352, 3.1107339118552932]","[-2.047877057798556, -0.5206872919283756, 1.4921798526732015]","[-1.4781833752684865, -1.0697875101370937, 0.3924267502381438]","[-2.0398013144712612, -2.2682928229685193, 0.09334571927786292]","[-3.0236834021096706, -2.689228954658464, 0.9687792922269098]","[-3.8060559601143282, -3.9464471438250204, 0.758607398142728]","[-3.0327589298963797, -4.884744083785668, -0.06470317375764706]","[-3.9324576053046747, -5.964015613755842, -0.42668562792330517]","[-2.631809993273186, -4.228183786048163, -1.3151158976353639]","[-1.5873817395140448, -3.1342933413811354, -1.0408328170652301]","[-3.2605306402764733, -1.5084280059728061, 2.137862308935973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09076,"[-1.6200651575949048, -1.6667723960991883, -1.6725091010368067]","[-2.244954802132579, -0.8138221713818645, -0.7494116015344704]","[-2.8035062354168274, 0.37427403448727947, -1.5366447694991787]","[-3.345848889838708, 0.1633687730615746, -2.8175115794630137]","[-3.909969178553014, 1.2193557909153936, -3.539012925402906]","[-3.952012317032525, 2.5006986777647526, -2.9838958580088186]","[-3.4365510225799163, 2.723910132760339, -1.7055713007624869]","[-2.874427938624564, 1.666951728131456, -0.9850042225669383]","[-3.3958036456937113, -1.5703375350530298, -0.09187671330255999]","[-4.441449649439687, -0.8806455854263581, 0.5486492082536625]","[-5.471026774479754, -1.5778301425205568, 1.1852068860541796]","[-5.465121672011899, -2.9746230844591066, 1.1978837525623514]","[-4.42664952892607, -3.6739458727215637, 0.5799351895355771]","[-3.396211247601143, -2.9763525263099777, -0.0554225992470919]","[-1.1672055615916312, -0.41259936146261633, 0.3166612391807155]","[-0.5259044871927191, -1.6645135412754866, 0.9519115224820386]","[0.5380221303211051, -1.2493000999470811, 1.990162114786912]","[0.6702712248353286, 0.21966027269797936, 2.0571987568945858]","[1.661068360360335, 0.6042234526160234, 3.0673912293981145]","[3.051603751864827, 0.010132876978298719, 2.828222573572579]","[3.725984861470871, 0.7408984552023166, 1.8499102926830269]","[5.0707483235593065, 0.4143806925882165, 2.029159849317892]","[5.834654649073432, 0.750866386179121, 0.7981995798169541]","[6.250592299168782, 2.0666735892227823, 0.567735322250387]","[6.939394925615044, 2.3877871293653414, -0.6062828198350421]","[7.206938569027419, 1.3945579770798886, -1.5536298014117293]","[6.782963632500493, 0.0809685391707183, -1.3288542458791366]","[6.093192735114643, -0.2405215967861103, -0.1552287779722727]","[-0.6197754560441296, 0.7975086698900616, 2.4692900599926726]","[-1.741274307793335, 0.42903790052722496, 1.4758489893394546]","[1.034486846552631, 0.7621399074979432, 0.7338248390178611]","[-0.02216443692693621, 0.39386892731139306, -0.32941259104516457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09078,"[-8.071543058716887, 0.17784885955167254, -0.8862386936713421]","[-7.027809177949782, 0.766705805909293, -0.12178076880669693]","[-5.6962806821959315, 0.3381840648376521, -0.19191487215199943]","[-4.701788252616035, 0.9663712457547753, 0.5959934911755085]","[-3.374912342017418, 0.5187098438482368, 0.5069829119990618]","[-3.0210025039797883, -0.5335722175704609, -0.3433141496153377]","[-1.6920941344458509, -0.9785340094165416, -0.43387509564928545]","[-0.7069208132189753, -0.364821613466736, 0.3624123724898961]","[0.6860353124969178, -0.49925425278569363, 0.24441423850067603]","[1.2997167794339461, -1.0841883984376184, -0.872720769389501]","[2.690882639146965, -1.1699073314856312, -0.952809106421991]","[3.493254787631153, -0.657827120886577, 0.07089061923794036]","[4.914983388984036, -0.7783316501181676, -0.05361924418991057]","[5.837281058554803, 0.30150159061636905, 0.11664294056776109]","[5.423620578738552, 1.4916024041720857, 0.17960946465582825]","[7.235603324432224, 0.02162169922429951, 0.17831644228921154]","[8.226099108627585, 1.072312342334964, 0.3442729375695959]","[9.568207750001905, 0.4453250622884017, 0.6575225133601638]","[8.740413279181011, 1.0542070719568248, 1.768971505271835]","[2.882286334792643, -0.08820853945360929, 1.2083483406948956]","[3.8071227005605817, 0.4457030495220054, 2.603783963076576]","[1.4879161338931612, -0.008834363056080523, 1.2789741772470995]","[-1.3968984669730158, -2.0447346702993388, -1.2966900400202133]","[-2.4110676255938928, -2.6338849497479275, -2.0535604144709705]","[-3.6885120657273855, -2.181334700731313, -1.9543980025195324]","[-4.015554549199327, -1.1559315021007148, -1.125080707784917]","[-5.337164779720339, -0.719093266890665, -1.0451123627639558]","[-5.006474306694258, 2.0865328151571347, 1.5179888872254215]","[-3.965881531974439, 2.683186465905387, 2.28790325174868]","[-6.179518885454193, 2.5286462653674584, 1.63793758873399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09079,"[-10.417060467727747, -2.3663576078266235, 0.8101047549372916]","[-9.012723176536314, -2.1624787580648652, 0.8486493923818611]","[-8.349498334698746, -1.4051006940307644, -0.12001151384932182]","[-8.996131503046357, -0.8765941620770261, -1.0665892925713687]","[-6.8913042009540755, -1.2245885675477366, -0.033365535608191305]","[-6.206990100357958, -0.4646228369091238, -1.0071816119719421]","[-4.817237923766197, -0.28667483722932074, -0.9334185845233939]","[-4.128763807893711, -0.8710026411718239, 0.13073787483077387]","[-4.792791666221339, -1.6266452817202581, 1.0793453833043578]","[-3.924661277326617, -2.183008487415107, 2.060866803332182]","[-2.635258153862074, -1.7219230185306296, 1.6597077230564892]","[-1.5844907961355084, -2.009520255676489, 2.2913196478250537]","[-2.697355062912758, -0.8832615815277214, 0.45242746102015424]","[-1.6662452291337209, -0.3030168952096089, -0.19315348616174735]","[-0.3268460484423032, -0.5841864526671596, 0.2492043560917262]","[0.8697605192097004, 0.14157454390755886, -0.06475525988962767]","[0.8333116778982813, 1.432426290098696, -0.6095110332183418]","[2.0189337438654187, 2.1221196233590063, -0.8734460547297327]","[3.2635208069708694, 1.5410516983832325, -0.5823054876196926]","[3.2921032173690676, 0.2498241457208654, -0.03341727497076889]","[2.105772166320978, -0.4396998869217382, 0.23004227975816044]","[4.483636713360747, 2.249336723474828, -0.8855869054652995]","[4.493189390717404, 3.166051022960277, -2.020570342506812]","[5.689577671080037, 2.1230945179603795, -0.1029443958422682]","[6.761113028099962, 2.6415119490721555, -0.5200226409266931]","[5.682771673949624, 1.456292365382731, 1.2540469608990383]","[6.61918287077665, 0.3308407263778383, 1.3887515476177055]","[6.454117608683993, -0.6207390600091767, 0.2896218592694966]","[7.401180827274202, -1.8086118147730523, 0.48476219709950386]","[8.803806153469713, -1.3861897567660273, 0.5975362196197416]","[9.277042048432355, -0.905462376467203, -0.6949679079348503]","[8.967098466921371, -0.33166486001857914, 1.6074934576362279]","[7.992117437162162, 0.830490772203724, 1.393158615715625]","[-1.8905016549270783, 0.5280566694175787, -1.3904240639729557]","[-1.4347627719465879, 0.08934110408648414, -2.640269186133593]","[-1.6154687582323906, 0.8879917471678215, -3.7731865187619533]","[-2.245182584116999, 2.1309136008841616, -3.6594985519753465]","[-2.6917038269196993, 2.5777356422909956, -2.412450837106328]","[-2.5114558561208957, 1.7803019721847173, -1.2787021799864853]","[-6.171802820283106, -1.8176052823765387, 1.020768698754595]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09080,"[2.6358836631020197, 3.541737704593821, 2.27580544208886]","[2.3835465227412036, 2.8669924119349384, 1.0484496318594878]","[2.261892660510061, 1.4775142069577563, 0.9637363405683463]","[2.3732286241271514, 0.6582794855618256, 2.100736476270902]","[2.2256153964564285, -0.7266506434435009, 1.9858512754420603]","[1.9603092490683718, -1.3035346419903575, 0.736191016512404]","[1.7961563670509737, -2.786447458840263, 0.5973604546336954]","[0.4563004377228028, -3.3182950504174933, 1.133325824369612]","[0.43911255147058703, -3.217395760692081, 2.6484801216018257]","[0.336610540287731, -4.794629535582187, 0.7858752213358021]","[-0.6864834571349406, -2.561883040698642, 0.6060278629396408]","[-0.7999799036081475, -2.6854777400012284, -0.8454792253249025]","[-1.9545258029884802, -1.827768996051363, -1.336027553745266]","[-2.500412816354616, -2.385666138033973, -2.494998265316413]","[-1.5025111122396442, -0.41579065519244135, -1.5793907629912245]","[-1.5692353532177148, 0.5389704241516662, -0.5501081954809441]","[-2.097011737296274, 0.20099500509322907, 0.7029899092049757]","[-1.837064278608054, 0.9692674182108026, 1.883961647320194]","[-1.6644764683921494, 2.42472920405414, 1.5651679194379633]","[-1.835405477344895, 3.288782665390562, 2.462639108059434]","[-1.2295536308316384, 2.820740336965166, 0.2617548038360983]","[-1.1222715496277724, 1.850598959207147, -0.7795214165070955]","[-0.5905954261595701, 2.203809673962951, -2.0209575054032194]","[-0.49450812612595835, 1.2481091564248183, -3.0356655398501524]","[0.05673981552996213, 1.5890047393729296, -4.26177430784179]","[-0.9422044902748552, -0.05601087058718078, -2.814155260227693]","[1.8760512721584846, -0.4918117393949174, -0.4028140663955926]","[2.0247925299845866, 0.8918308790425163, -0.2871006612626916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
